,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
329,"frozenset({'CookBks', 'YouthBks'})","frozenset({'ChildBks', 'ArtBks'})",0.162,0.1625,0.067,0.41358024691358025,2.5451092117758782,0.040675,1.4281578947368423
330,"frozenset({'CookBks', 'ArtBks'})","frozenset({'ChildBks', 'YouthBks'})",0.167,0.165,0.067,0.40119760479041916,2.431500635093449,0.039445,1.3944499999999997
331,"frozenset({'YouthBks', 'ArtBks'})","frozenset({'ChildBks', 'CookBks'})",0.101,0.256,0.067,0.6633663366336634,2.5912747524752477,0.041144,2.2101176470588237
332,frozenset({'ChildBks'}),"frozenset({'CookBks', 'YouthBks', 'ArtBks'})",0.423,0.081,0.067,0.15839243498817968,1.9554621603478972,0.032737,1.0919578651685393
333,frozenset({'CookBks'}),"frozenset({'ChildBks', 'YouthBks', 'ArtBks'})",0.431,0.0805,0.067,0.1554524361948956,1.9310861639117465,0.03230450000000001,1.0887486263736263
334,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'CookBks', 'ArtBks'})",0.2475,0.1265,0.067,0.27070707070707073,2.1399768435341557,0.03569125,1.1977354570637118
335,frozenset({'ArtBks'}),"frozenset({'ChildBks', 'CookBks', 'YouthBks'})",0.241,0.129,0.067,0.27800829875518673,2.1551030911254787,0.035911000000000005,1.2063850574712645
336,"frozenset({'ChildBks', 'CookBks', 'YouthBks'})",frozenset({'GeogBks'}),0.129,0.276,0.083,0.6434108527131783,2.331198741714414,0.047396,2.0303478260869565
337,"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1495,0.2475,0.083,0.5551839464882944,2.243167460558765,0.045998750000000005,1.6917105263157897
338,"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",frozenset({'CookBks'}),0.099,0.431,0.083,0.8383838383838383,1.945206121540228,0.040331000000000006,3.520687499999999
339,"frozenset({'CookBks', 'YouthBks', 'GeogBks'})",frozenset({'ChildBks'}),0.097,0.423,0.083,0.8556701030927836,2.0228607638127274,0.041969000000000006,3.997785714285716
340,"frozenset({'ChildBks', 'CookBks'})","frozenset({'YouthBks', 'GeogBks'})",0.256,0.1205,0.083,0.32421875,2.6906120331950207,0.052152000000000004,1.3014566473988438
341,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'CookBks', 'GeogBks'})",0.165,0.1925,0.083,0.503030303030303,2.6131444313262495,0.051237500000000005,1.62484756097561
342,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'CookBks', 'YouthBks'})",0.195,0.162,0.083,0.4256410256410256,2.6274137385248495,0.051410000000000004,1.4590178571428571
343,"frozenset({'CookBks', 'YouthBks'})","frozenset({'ChildBks', 'GeogBks'})",0.162,0.195,0.083,0.5123456790123457,2.62741373852485,0.051410000000000004,1.650759493670886
344,"frozenset({'CookBks', 'GeogBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1925,0.165,0.083,0.4311688311688312,2.6131444313262495,0.051237500000000005,1.4679223744292238
345,"frozenset({'YouthBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks'})",0.1205,0.256,0.083,0.6887966804979254,2.690612033195021,0.052152000000000004,2.390720000000001
346,frozenset({'ChildBks'}),"frozenset({'CookBks', 'YouthBks', 'GeogBks'})",0.423,0.097,0.083,0.19621749408983452,2.022860763812727,0.041969000000000006,1.1234382352941177
347,frozenset({'CookBks'}),"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",0.431,0.099,0.083,0.1925754060324826,1.9452061215402283,0.040331000000000006,1.1158936781609194
348,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",0.2475,0.1495,0.083,0.33535353535353535,2.243167460558765,0.045998750000000005,1.279627659574468
349,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'CookBks', 'YouthBks'})",0.276,0.129,0.083,0.3007246376811594,2.331198741714414,0.047396,1.2455751295336788
350,"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",frozenset({'RefBks'}),0.095,0.2145,0.053,0.5578947368421052,2.600907864065759,0.0326225,1.7767261904761902
351,"frozenset({'ChildBks', 'YouthBks', 'RefBks'})",frozenset({'DoItYBks'}),0.083,0.282,0.053,0.6385542168674698,2.264376655558404,0.029594,1.9864666666666664
352,"frozenset({'ChildBks', 'DoItYBks', 'RefBks'})",frozenset({'YouthBks'}),0.09,0.2475,0.053,0.5888888888888889,2.379349046015713,0.030725,1.8304054054054053
353,"frozenset({'RefBks', 'YouthBks', 'DoItYBks'})",frozenset({'ChildBks'}),0.058,0.423,0.053,0.9137931034482758,2.160267384038477,0.028465999999999998,6.693199999999995
354,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'RefBks', 'DoItYBks'})",0.165,0.1055,0.053,0.32121212121212117,3.044664656039063,0.0355925,1.3177901785714283
355,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'RefBks', 'YouthBks'})",0.184,0.0965,0.053,0.28804347826086957,2.9849065104753323,0.035244,1.2690381679389313
356,"frozenset({'ChildBks', 'RefBks'})","frozenset({'YouthBks', 'DoItYBks'})",0.1515,0.1155,0.053,0.34983498349834985,3.0288743160030287,0.03550175,1.3604238578680203
357,"frozenset({'YouthBks', 'DoItYBks'})","frozenset({'ChildBks', 'RefBks'})",0.1155,0.1515,0.053,0.4588744588744588,3.0288743160030287,0.03550175,1.568028
358,"frozenset({'RefBks', 'YouthBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.0965,0.184,0.053,0.5492227979274611,2.9849065104753323,0.035244,1.8102068965517242
359,"frozenset({'RefBks', 'DoItYBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1055,0.165,0.053,0.5023696682464455,3.044664656039063,0.0355925,1.6779523809523809
360,frozenset({'ChildBks'}),"frozenset({'RefBks', 'YouthBks', 'DoItYBks'})",0.423,0.058,0.053,0.12529550827423167,2.1602673840384767,0.028465999999999998,1.076935135135135
361,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'DoItYBks', 'RefBks'})",0.2475,0.09,0.053,0.21414141414141413,2.3793490460157125,0.030725,1.1579691516709512
362,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'YouthBks', 'RefBks'})",0.282,0.083,0.053,0.18794326241134754,2.264376655558404,0.029594,1.129231441048035
363,frozenset({'RefBks'}),"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",0.2145,0.095,0.053,0.24708624708624707,2.600907864065759,0.0326225,1.2019969040247678
364,"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.095,0.241,0.051,0.5368421052631579,2.2275606027516925,0.028104999999999998,1.63875
365,"frozenset({'ChildBks', 'YouthBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.0805,0.282,0.051,0.6335403726708074,2.2465970662085373,0.028298999999999998,1.9592881355932201
366,"frozenset({'ChildBks', 'DoItYBks', 'ArtBks'})",frozenset({'YouthBks'}),0.095,0.2475,0.051,0.5368421052631579,2.1690590111642742,0.027487499999999998,1.624715909090909
367,"frozenset({'YouthBks', 'DoItYBks', 'ArtBks'})",frozenset({'ChildBks'}),0.06,0.423,0.051,0.85,2.0094562647754137,0.025619999999999997,3.846666666666666
368,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'DoItYBks', 'ArtBks'})",0.165,0.1235,0.051,0.3090909090909091,2.5027603974972394,0.030622499999999997,1.2686184210526317
369,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'YouthBks', 'ArtBks'})",0.184,0.101,0.051,0.27717391304347827,2.7442961687473093,0.032416,1.2437293233082707
370,"frozenset({'ChildBks', 'ArtBks'})","frozenset({'YouthBks', 'DoItYBks'})",0.1625,0.1155,0.051,0.31384615384615383,2.717282717282717,0.032231249999999996,1.2890695067264575
371,"frozenset({'YouthBks', 'DoItYBks'})","frozenset({'ChildBks', 'ArtBks'})",0.1155,0.1625,0.051,0.4415584415584415,2.7172827172827168,0.032231249999999996,1.4997093023255812
372,"frozenset({'YouthBks', 'ArtBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.101,0.184,0.051,0.5049504950495048,2.744296168747309,0.032416,1.6483199999999998
373,"frozenset({'DoItYBks', 'ArtBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1235,0.165,0.051,0.4129554655870445,2.502760397497239,0.030622499999999997,1.4223793103448272
374,frozenset({'ChildBks'}),"frozenset({'YouthBks', 'DoItYBks', 'ArtBks'})",0.423,0.06,0.051,0.12056737588652482,2.0094562647754137,0.025619999999999997,1.0688709677419355
375,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'DoItYBks', 'ArtBks'})",0.2475,0.095,0.051,0.20606060606060606,2.1690590111642742,0.027487499999999998,1.1398854961832061
376,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'YouthBks', 'ArtBks'})",0.282,0.0805,0.051,0.18085106382978725,2.2465970662085373,0.028298999999999998,1.1225064935064935
377,frozenset({'ArtBks'}),"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",0.241,0.095,0.051,0.21161825726141079,2.2275606027516925,0.028104999999999998,1.147921052631579
378,"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.095,0.276,0.0565,0.5947368421052631,2.1548436308161705,0.030279999999999998,1.7864935064935064
379,"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.099,0.282,0.0565,0.5707070707070707,2.023783938677556,0.028582000000000003,1.6725176470588234
380,"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1045,0.2475,0.0565,0.5406698564593302,2.1845246725629504,0.030636250000000004,1.6382552083333335
381,"frozenset({'YouthBks', 'DoItYBks', 'GeogBks'})",frozenset({'ChildBks'}),0.068,0.423,0.0565,0.8308823529411764,1.9642608816576275,0.027736,3.4118260869565202
382,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'DoItYBks', 'GeogBks'})",0.165,0.1325,0.0565,0.3424242424242424,2.584333905088622,0.0346375,1.3192396313364054
383,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'YouthBks', 'GeogBks'})",0.184,0.1205,0.0565,0.3070652173913044,2.5482590654880033,0.034328000000000004,1.2692392156862746
384,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'YouthBks', 'DoItYBks'})",0.195,0.1155,0.0565,0.28974358974358977,2.5086025086025088,0.0339775,1.2453249097472925
385,"frozenset({'YouthBks', 'DoItYBks'})","frozenset({'ChildBks', 'GeogBks'})",0.1155,0.195,0.0565,0.48917748917748916,2.5086025086025083,0.0339775,1.5758898305084743
386,"frozenset({'YouthBks', 'GeogBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.1205,0.184,0.0565,0.4688796680497926,2.5482590654880033,0.034328000000000004,1.5363750000000005
387,"frozenset({'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1325,0.165,0.0565,0.42641509433962266,2.5843339050886223,0.0346375,1.4557565789473683
388,frozenset({'ChildBks'}),"frozenset({'YouthBks', 'DoItYBks', 'GeogBks'})",0.423,0.068,0.0565,0.13356973995271867,1.9642608816576275,0.027736,1.0756780354706685
389,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",0.2475,0.1045,0.0565,0.22828282828282828,2.1845246725629504,0.030636250000000004,1.1603992146596858
390,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",0.282,0.099,0.0565,0.20035460992907803,2.0237839386775556,0.028582000000000003,1.126749445676275
391,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",0.276,0.095,0.0565,0.20471014492753623,2.154843630816171,0.030279999999999998,1.1379498861047836
392,"frozenset({'ChildBks', 'YouthBks', 'RefBks'})",frozenset({'GeogBks'}),0.083,0.276,0.0515,0.6204819277108433,2.2481229264885627,0.028591999999999992,1.9076825396825394
393,"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",frozenset({'RefBks'}),0.099,0.2145,0.0515,0.5202020202020201,2.4251842433660613,0.030264499999999996,1.6371473684210522
394,"frozenset({'ChildBks', 'RefBks', 'GeogBks'})",frozenset({'YouthBks'}),0.094,0.2475,0.0515,0.5478723404255319,2.213625617880937,0.028234999999999996,1.6643529411764704
395,"frozenset({'RefBks', 'YouthBks', 'GeogBks'})",frozenset({'ChildBks'}),0.057,0.423,0.0515,0.9035087719298245,2.135954543569325,0.027388999999999997,5.979818181818176
396,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'RefBks', 'GeogBks'})",0.165,0.1105,0.0515,0.3121212121212121,2.8246263540381182,0.03326749999999999,1.2931057268722463
397,"frozenset({'ChildBks', 'RefBks'})","frozenset({'YouthBks', 'GeogBks'})",0.1515,0.1205,0.0515,0.33993399339933994,2.8210289908658917,0.03324425,1.3324425
398,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'RefBks', 'YouthBks'})",0.195,0.0965,0.0515,0.26410256410256405,2.7368141357778657,0.032682499999999996,1.227752613240418
399,"frozenset({'RefBks', 'YouthBks'})","frozenset({'ChildBks', 'GeogBks'})",0.0965,0.195,0.0515,0.533678756476684,2.736814135777866,0.032682499999999996,1.7262777777777776
400,"frozenset({'YouthBks', 'GeogBks'})","frozenset({'ChildBks', 'RefBks'})",0.1205,0.1515,0.0515,0.42738589211618255,2.8210289908658917,0.03324425,1.4818007246376812
401,"frozenset({'RefBks', 'GeogBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1105,0.165,0.0515,0.46606334841628955,2.8246263540381182,0.03326749999999999,1.5638559322033894
402,frozenset({'ChildBks'}),"frozenset({'RefBks', 'YouthBks', 'GeogBks'})",0.423,0.057,0.0515,0.12174940898345153,2.135954543569325,0.027388999999999997,1.0737254374158816
403,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'RefBks', 'GeogBks'})",0.2475,0.094,0.0515,0.20808080808080806,2.2136256178809366,0.028234999999999996,1.1440561224489796
404,frozenset({'RefBks'}),"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",0.2145,0.099,0.0515,0.2400932400932401,2.4251842433660613,0.030264499999999996,1.1856717791411042
405,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'YouthBks', 'RefBks'})",0.276,0.083,0.0515,0.1865942028985507,2.2481229264885623,0.028591999999999992,1.127358574610245
406,"frozenset({'ChildBks', 'YouthBks', 'ArtBks'})",frozenset({'GeogBks'}),0.0805,0.276,0.055,0.6832298136645962,2.475470339364479,0.032782,2.28556862745098
407,"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",frozenset({'ArtBks'}),0.099,0.241,0.055,0.5555555555555556,2.3052097740894424,0.031141,1.70775
408,"frozenset({'ChildBks', 'ArtBks', 'GeogBks'})",frozenset({'YouthBks'}),0.102,0.2475,0.055,0.5392156862745099,2.1786492374727673,0.029755000000000004,1.633085106382979
409,"frozenset({'YouthBks', 'ArtBks', 'GeogBks'})",frozenset({'ChildBks'}),0.065,0.423,0.055,0.8461538461538461,2.000363702491362,0.027505,3.7504999999999997
410,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'ArtBks', 'GeogBks'})",0.165,0.1275,0.055,0.3333333333333333,2.61437908496732,0.0339625,1.3087499999999999
411,"frozenset({'ChildBks', 'ArtBks'})","frozenset({'YouthBks', 'GeogBks'})",0.1625,0.1205,0.055,0.3384615384615384,2.808809447813597,0.03541875,1.3294767441860462
412,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'YouthBks', 'ArtBks'})",0.195,0.101,0.055,0.28205128205128205,2.7925869510027925,0.035305,1.2521785714285714
413,"frozenset({'YouthBks', 'ArtBks'})","frozenset({'ChildBks', 'GeogBks'})",0.101,0.195,0.055,0.5445544554455445,2.792586951002792,0.035305,1.7674999999999996
414,"frozenset({'YouthBks', 'GeogBks'})","frozenset({'ChildBks', 'ArtBks'})",0.1205,0.1625,0.055,0.4564315352697096,2.8088094478135974,0.03541875,1.5407442748091604
415,"frozenset({'ArtBks', 'GeogBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1275,0.165,0.055,0.43137254901960786,2.6143790849673203,0.0339625,1.468448275862069
416,frozenset({'ChildBks'}),"frozenset({'YouthBks', 'ArtBks', 'GeogBks'})",0.423,0.065,0.055,0.13002364066193853,2.000363702491362,0.027505,1.074741847826087
417,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'ArtBks', 'GeogBks'})",0.2475,0.102,0.055,0.22222222222222224,2.1786492374727673,0.029755000000000004,1.1545714285714286
418,frozenset({'ArtBks'}),"frozenset({'ChildBks', 'YouthBks', 'GeogBks'})",0.241,0.099,0.055,0.2282157676348548,2.3052097740894424,0.031141,1.1674247311827959
419,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'YouthBks', 'ArtBks'})",0.276,0.0805,0.055,0.19927536231884058,2.4754703393644792,0.032782,1.1483348416289592
420,"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",frozenset({'RefBks'}),0.146,0.2145,0.0745,0.5102739726027398,2.378899639173612,0.043183,1.6039580419580421
421,"frozenset({'ChildBks', 'CookBks', 'RefBks'})",frozenset({'DoItYBks'}),0.1225,0.282,0.0745,0.6081632653061224,2.1566073237805763,0.039955,1.832395833333333
422,"frozenset({'ChildBks', 'DoItYBks', 'RefBks'})",frozenset({'CookBks'}),0.09,0.431,0.0745,0.8277777777777777,1.9205980922918278,0.03571,3.303870967741934
423,"frozenset({'RefBks', 'CookBks', 'DoItYBks'})",frozenset({'ChildBks'}),0.0845,0.423,0.0745,0.8816568047337278,2.084295046651839,0.03875649999999999,4.875649999999998
424,"frozenset({'ChildBks', 'CookBks'})","frozenset({'RefBks', 'DoItYBks'})",0.256,0.1055,0.0745,0.291015625,2.7584419431279623,0.04749199999999999,1.26166391184573
425,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'RefBks', 'CookBks'})",0.184,0.1525,0.0745,0.40489130434782605,2.6550249465431217,0.046439999999999995,1.424109589041096
426,"frozenset({'ChildBks', 'RefBks'})","frozenset({'CookBks', 'DoItYBks'})",0.1515,0.1875,0.0745,0.49174917491749176,2.6226622662266226,0.046093749999999996,1.5986201298701301
427,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'ChildBks', 'RefBks'})",0.1875,0.1515,0.0745,0.3973333333333333,2.6226622662266226,0.046093749999999996,1.4079092920353982
428,"frozenset({'RefBks', 'CookBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.1525,0.184,0.0745,0.4885245901639344,2.6550249465431217,0.046439999999999995,1.5953846153846152
429,"frozenset({'RefBks', 'DoItYBks'})","frozenset({'ChildBks', 'CookBks'})",0.1055,0.256,0.0745,0.7061611374407583,2.758441943127962,0.04749199999999999,2.5319999999999996
430,frozenset({'ChildBks'}),"frozenset({'RefBks', 'CookBks', 'DoItYBks'})",0.423,0.0845,0.0745,0.17612293144208038,2.084295046651839,0.03875649999999999,1.111209469153515
431,frozenset({'CookBks'}),"frozenset({'ChildBks', 'DoItYBks', 'RefBks'})",0.431,0.09,0.0745,0.1728538283062645,1.9205980922918278,0.03571,1.1001683029453015
432,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'CookBks', 'RefBks'})",0.282,0.1225,0.0745,0.2641843971631206,2.1566073237805763,0.039955,1.1925542168674699
433,frozenset({'RefBks'}),"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",0.2145,0.146,0.0745,0.3473193473193473,2.378899639173612,0.043183,1.30845
434,"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.146,0.241,0.082,0.5616438356164384,2.330472346956176,0.04681400000000001,1.7314687500000001
435,"frozenset({'ChildBks', 'CookBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.1265,0.282,0.082,0.6482213438735178,2.2986572477784324,0.04632700000000001,2.041056179775281
436,"frozenset({'ChildBks', 'DoItYBks', 'ArtBks'})",frozenset({'CookBks'}),0.095,0.431,0.082,0.8631578947368421,2.0026865307119306,0.041055,4.158076923076924
437,"frozenset({'CookBks', 'DoItYBks', 'ArtBks'})",frozenset({'ChildBks'}),0.1015,0.423,0.082,0.8078817733990148,1.9098859891229665,0.0390655,3.0033589743589744
438,"frozenset({'ChildBks', 'CookBks'})","frozenset({'DoItYBks', 'ArtBks'})",0.256,0.1235,0.082,0.3203125,2.5936234817813766,0.050384000000000005,1.2895632183908048
439,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'CookBks', 'ArtBks'})",0.184,0.167,0.082,0.4456521739130435,2.668575891694871,0.051272,1.5026666666666666
440,"frozenset({'ChildBks', 'ArtBks'})","frozenset({'CookBks', 'DoItYBks'})",0.1625,0.1875,0.082,0.5046153846153846,2.6912820512820512,0.05153125,1.640139751552795
441,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'ChildBks', 'ArtBks'})",0.1875,0.1625,0.082,0.43733333333333335,2.6912820512820512,0.05153125,1.4884478672985784
442,"frozenset({'CookBks', 'ArtBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.167,0.184,0.082,0.49101796407185627,2.668575891694871,0.051272,1.6032
443,"frozenset({'DoItYBks', 'ArtBks'})","frozenset({'ChildBks', 'CookBks'})",0.1235,0.256,0.082,0.6639676113360324,2.5936234817813766,0.050384000000000005,2.214072289156627
444,frozenset({'ChildBks'}),"frozenset({'CookBks', 'DoItYBks', 'ArtBks'})",0.423,0.1015,0.082,0.1938534278959811,1.9098859891229663,0.0390655,1.1145615835777127
445,frozenset({'CookBks'}),"frozenset({'ChildBks', 'DoItYBks', 'ArtBks'})",0.431,0.095,0.082,0.19025522041763343,2.002686530711931,0.041055,1.1176361031518625
446,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'CookBks', 'ArtBks'})",0.282,0.1265,0.082,0.29078014184397166,2.298657247778432,0.04632700000000001,1.231635
447,frozenset({'ArtBks'}),"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",0.241,0.146,0.082,0.34024896265560167,2.330472346956176,0.04681400000000001,1.294427672955975
448,"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.146,0.276,0.089,0.6095890410958904,2.208655945999603,0.048704,1.854456140350877
449,"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.1495,0.282,0.089,0.5953177257525084,2.111055765079817,0.046841,1.7742314049586778
450,"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",frozenset({'CookBks'}),0.1045,0.431,0.089,0.8516746411483254,1.9760432509241888,0.0439605,3.8361612903225804
451,"frozenset({'CookBks', 'DoItYBks', 'GeogBks'})",frozenset({'ChildBks'}),0.1085,0.423,0.089,0.8202764976958525,1.9391879378152543,0.0431045,3.2104871794871794
452,"frozenset({'ChildBks', 'CookBks'})","frozenset({'DoItYBks', 'GeogBks'})",0.256,0.1325,0.089,0.34765625,2.623820754716981,0.05507999999999999,1.329820359281437
453,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'CookBks', 'GeogBks'})",0.184,0.1925,0.089,0.483695652173913,2.51270468661773,0.053579999999999996,1.564
454,"frozenset({'ChildBks', 'GeogBks'})","frozenset({'CookBks', 'DoItYBks'})",0.195,0.1875,0.089,0.4564102564102564,2.434188034188034,0.0524375,1.4946933962264148
455,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'ChildBks', 'GeogBks'})",0.1875,0.195,0.089,0.4746666666666666,2.434188034188034,0.0524375,1.5323604060913703
456,"frozenset({'CookBks', 'GeogBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.1925,0.184,0.089,0.4623376623376623,2.51270468661773,0.053579999999999996,1.5176811594202897
457,"frozenset({'DoItYBks', 'GeogBks'})","frozenset({'ChildBks', 'CookBks'})",0.1325,0.256,0.089,0.6716981132075471,2.6238207547169807,0.05507999999999999,2.266206896551724
458,frozenset({'ChildBks'}),"frozenset({'CookBks', 'DoItYBks', 'GeogBks'})",0.423,0.1085,0.089,0.21040189125295508,1.9391879378152541,0.0431045,1.1290553892215567
459,frozenset({'CookBks'}),"frozenset({'ChildBks', 'DoItYBks', 'GeogBks'})",0.431,0.1045,0.089,0.20649651972157773,1.976043250924189,0.0439605,1.1285394736842105
460,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",0.282,0.1495,0.089,0.31560283687943264,2.111055765079817,0.046841,1.242699481865285
461,frozenset({'GeogBks'}),"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",0.276,0.146,0.089,0.32246376811594196,2.2086559459996025,0.048704,1.2604491978609622
462,"frozenset({'ChildBks', 'CookBks', 'RefBks'})",frozenset({'ArtBks'}),0.1225,0.241,0.061,0.49795918367346936,2.0662206791430267,0.0314775,1.5118292682926828
463,"frozenset({'ChildBks', 'CookBks', 'ArtBks'})",frozenset({'RefBks'}),0.1265,0.2145,0.061,0.48221343873517786,2.248081299464699,0.03386575,1.5170343511450382
464,"frozenset({'ChildBks', 'RefBks', 'ArtBks'})",frozenset({'CookBks'}),0.076,0.431,0.061,0.8026315789473685,1.8622542434973748,0.028244,2.882933333333334
465,"frozenset({'RefBks', 'CookBks', 'ArtBks'})",frozenset({'ChildBks'}),0.07,0.423,0.061,0.8714285714285713,2.060114826072273,0.03139,4.487777777777774
466,"frozenset({'ChildBks', 'CookBks'})","frozenset({'RefBks', 'ArtBks'})",0.256,0.0895,0.061,0.23828125,2.662360335195531,0.038088,1.195323076923077
467,"frozenset({'ChildBks', 'RefBks'})","frozenset({'CookBks', 'ArtBks'})",0.1515,0.167,0.061,0.40264026402640263,2.411019545068279,0.035699499999999995,1.3944696132596683
468,"frozenset({'ChildBks', 'ArtBks'})","frozenset({'RefBks', 'CookBks'})",0.1625,0.1525,0.061,0.37538461538461537,2.4615384615384617,0.036218749999999994,1.3568349753694582
469,"frozenset({'RefBks', 'CookBks'})","frozenset({'ChildBks', 'ArtBks'})",0.1525,0.1625,0.061,0.4,2.4615384615384617,0.036218749999999994,1.3958333333333335
470,"frozenset({'CookBks', 'ArtBks'})","frozenset({'ChildBks', 'RefBks'})",0.167,0.1515,0.061,0.3652694610778443,2.4110195450682794,0.035699499999999995,1.3367877358490567
471,"frozenset({'RefBks', 'ArtBks'})","frozenset({'ChildBks', 'CookBks'})",0.0895,0.256,0.061,0.6815642458100559,2.662360335195531,0.038088,2.336421052631579
472,frozenset({'ChildBks'}),"frozenset({'RefBks', 'CookBks', 'ArtBks'})",0.423,0.07,0.061,0.14420803782505912,2.060114826072273,0.03139,1.0867127071823204
473,frozenset({'CookBks'}),"frozenset({'ChildBks', 'RefBks', 'ArtBks'})",0.431,0.076,0.061,0.14153132250580047,1.8622542434973748,0.028244,1.0763351351351351
474,frozenset({'RefBks'}),"frozenset({'ChildBks', 'CookBks', 'ArtBks'})",0.2145,0.1265,0.061,0.28438228438228436,2.2480812994646984,0.03386575,1.2206237785016285
475,frozenset({'ArtBks'}),"frozenset({'ChildBks', 'CookBks', 'RefBks'})",0.241,0.1225,0.061,0.25311203319502074,2.0662206791430267,0.0314775,1.174875
476,"frozenset({'ChildBks', 'CookBks', 'RefBks'})",frozenset({'GeogBks'}),0.1225,0.276,0.0785,0.6408163265306123,2.3217982845312037,0.04469,2.015681818181818
477,"frozenset({'ChildBks', 'CookBks', 'GeogBks'})",frozenset({'RefBks'}),0.1495,0.2145,0.0785,0.5250836120401338,2.447942247273351,0.04643225,1.6539753521126759
478,"frozenset({'ChildBks', 'RefBks', 'GeogBks'})",frozenset({'CookBks'}),0.094,0.431,0.0785,0.8351063829787234,1.9376018166559708,0.037986,3.4507096774193546
